5
1000 5 200 300
p D 122 NO
E A 265 ERR
] D 142 NO
N D 273 NO
J B 0 ERR
E C 242 ERR
Q E 198 NO
J C 231 ERR
S B 206 ERR
d D 229 NO
U C 219 NO
h B 265 NO
c E 155 NO
O B 121 NO
A A 195 NO
^ B 251 NO
F E 54 NO
S E 14 NO
F C 75 ERR
` B 238 ERR
H D 178 NO
O C 269 NO
Z A 30 ERR
r E 141 ERR
A B 282 NO
e B 150 NO
T A 123 NO
K A 230 NO
N D 48 NO
U A 208 NO
i E 266 NO
p E 273 NO
S C 232 NO
l B 288 NO
D C 81 NO
D A 185 NO
n B 41 NO
F A 177 NO
\ B 99 NO
L D 299 ERR
] D 146 NO
] C 49 NO
R C 56 NO
f E 226 NO
q A 225 NO
n E 153 ERR
Y E 86 ERR
i D 148 NO
A B 56 NO
S C 207 ERR
J A 152 NO
Z A 221 ERR
C E 201 NO
Q D 230 ERR
D D 42 ERR
r E 295 ERR
Y E 56 ERR
m D 173 NO
l D 266 ERR
E D 150 NO
F C 261 ERR
c E 243 NO
X E 147 NO
K D 157 NO
] A 104 NO
C E 207 NO
g A 124 ERR
] D 106 NO
` A 255 ERR
O E 209 NO
q A 74 NO
j A 133 ERR
X C 219 NO
m D 246 NO
d B 149 ERR
T D 88 ERR
Q B 237 NO
n B 187 NO
[ D 294 NO
h B 95 NO
^ B 214 NO
o A 173 NO
I C 154 ERR
G C 180 ERR
Y B 214 NO
B A 281 NO
k A 199 ERR
] D 299 NO
O A 127 NO
q C 148 NO
F E 185 NO
d E 6 ERR
` C 27 NO
Y A 107 NO
E E 118 NO
m E 242 NO
B C 64 ERR
m D 75 ERR
W A 281 NO
G C 203 NO
W C 206 ERR
o E 226 ERR
R E 101 ERR
T D 267 NO
O D 289 NO
A C 39 NO
] B 275 NO
W C 155 NO
O E 149 ERR
_ C 177 NO
n B 131 NO
k E 95 NO
S C 25 NO
d D 168 ERR
^ A 62 NO
h D 52 NO
P B 12 ERR
A A 76 NO
S A 249 NO
E D 224 NO
L B 60 NO
Q D 32 NO
P D 230 NO
Q B 268 ERR
` E 109 NO
I E 220 NO
V A 225 NO
r C 232 NO
L D 210 ERR
h E 217 ERR
` E 299 NO
T C 250 NO
J B 222 NO
r D 280 NO
[ A 26 NO
Z E 175 NO
X D 16 ERR
] D 218 ERR
W D 182 NO
k B 63 NO
p B 59 ERR
Q B 176 ERR
g C 244 NO
Q D 83 NO
H D 185 ERR
O E 176 NO
K A 18 ERR
i C 141 NO
` B 86 ERR
n C 37 NO
D E 268 NO
j A 238 NO
g A 181 ERR
r D 109 ERR
^ E 243 ERR
R D 38 NO
M B 169 NO
A A 170 ERR
B D 81 ERR
I E 295 ERR
A E 201 ERR
R B 15 NO
e C 90 ERR
r B 250 NO
e E 32 ERR
G B 27 ERR
` A 59 NO
l C 23 NO
Z D 163 NO
\ B 234 NO
l B 14 NO
p C 48 NO
l A 61 ERR
f B 73 NO
p B 111 NO
l E 65 NO
e E 122 NO
f B 153 NO
] A 3 NO
Z D 152 ERR
O D 70 ERR
D A 282 NO
W C 236 NO
i C 181 NO
V A 287 ERR
\ E 36 NO
H C 206 ERR
T D 290 NO
d E 70 NO
e A 9 ERR
c E 62 ERR
f B 272 ERR
K A 132 ERR
_ D 191 NO
b C 98 ERR
O E 139 NO
H C 30 NO
d B 51 NO
J B 114 ERR
h A 184 ERR
M C 92 NO
O E 275 NO
N C 283 NO
T A 182 NO
i A 117 NO
X E 286 NO
O C 11 NO
X A 112 NO
` E 164 ERR
S A 150 NO
F E 162 NO
] C 19 NO
G C 223 NO
i C 33 NO
d C 297 NO
R C 221 NO
T B 39 NO
C B 163 NO
F D 194 NO
D E 59 NO
E E 72 NO
M E 292 NO
] B 149 ERR
B E 97 NO
p D 101 NO
[ B 99 NO
L B 235 ERR
o B 152 NO
c C 245 NO
T D 8 NO
b B 169 ERR
^ E 63 ERR
I A 198 ERR
V E 160 ERR
I A 69 NO
J B 169 NO
_ B 89 ERR
m E 36 ERR
N D 88 ERR
F D 23 ERR
A B 107 NO
H E 289 NO
S C 173 NO
O E 115 NO
` B 108 NO
X B 9 NO
` B 131 NO
f A 130 NO
T B 131 ERR
W E 11 ERR
P E 254 NO
h D 180 NO
M E 271 NO
o E 173 NO
j D 20 ERR
B B 7 ERR
D E 134 NO
D E 93 NO
K C 181 NO
m C 131 NO
V C 173 NO
F D 250 ERR
n C 2 NO
^ E 126 NO
g D 277 ERR
Q A 11 NO
S B 48 NO
P E 245 NO
e C 238 NO
M B 44 NO
B E 21 NO
F A 240 NO
a D 47 NO
f A 225 NO
X B 181 NO
Q A 76 ERR
n D 219 NO
c D 165 NO
e D 250 NO
A A 76 NO
b A 60 NO
D C 136 NO
L C 232 ERR
i B 127 NO
C B 95 ERR
g C 71 ERR
` D 52 ERR
d D 6 NO
C E 29 NO
N B 291 NO
X A 147 NO
k A 175 NO
m A 142 ERR
L A 133 NO
S D 191 NO
F D 215 NO
k C 57 ERR
N E 15 ERR
T C 268 NO
C E 46 ERR
U B 129 ERR
p A 196 NO
D C 24 ERR
i D 165 NO
g C 12 NO
X B 242 NO
L A 167 NO
S A 139 NO
I A 187 ERR
W C 187 NO
i A 198 NO
G B 131 NO
Q C 222 NO
K D 290 NO
d E 38 NO
X B 134 NO
K C 8 NO
C D 174 NO
g B 293 NO
e B 98 ERR
d E 112 NO
W E 283 NO
G C 211 NO
V E 124 ERR
M B 248 NO
U B 241 NO
p D 118 NO
Y D 196 NO
\ E 233 NO
L A 223 ERR
B C 274 ERR
G A 244 NO
f A 88 NO
^ D 13 NO
L E 240 NO
k C 268 NO
i E 30 NO
b C 296 NO
I A 205 NO
S C 74 NO
M B 271 NO
V E 261 ERR
B A 187 ERR
f A 299 NO
\ D 46 NO
^ D 294 NO
l A 186 NO
E B 207 ERR
P B 38 NO
G E 70 ERR
H B 287 NO
W A 287 NO
o D 181 ERR
] B 187 NO
U B 120 NO
R A 214 NO
q D 152 ERR
_ C 163 NO
c B 225 ERR
d D 142 NO
D C 167 NO
N B 293 NO
W C 276 ERR
X D 175 NO
^ D 77 ERR
k E 216 NO
a C 280 NO
K E 252 ERR
O D 197 ERR
` E 207 NO
X D 113 NO
a E 118 NO
n A 269 NO
p E 277 ERR
\ D 265 ERR
l E 215 ERR
k E 90 NO
Z C 34 NO
n C 55 NO
S C 48 NO
Y E 145 NO
r C 43 ERR
i D 247 NO
I E 209 NO
W C 262 NO
Q C 125 NO
T E 86 NO
[ D 80 ERR
K E 84 ERR
Y C 85 NO
Z E 58 ERR
E D 222 NO
m D 22 NO
P E 276 NO
W C 187 NO
h B 143 NO
C A 26 ERR
U B 23 NO
F B 194 NO
o B 188 NO
A E 9 NO
D B 27 ERR
[ D 197 NO
l B 276 NO
R D 208 ERR
r A 54 NO
[ C 208 NO
Y E 185 ERR
Q A 287 NO
o A 231 NO
p E 20 NO
K A 195 NO
\ C 193 ERR
q E 48 ERR
a D 83 NO
k E 169 ERR
j A 153 NO
A B 283 NO
] C 253 NO
q D 28 NO
G D 5 NO
U A 128 ERR
[ D 263 NO
^ A 274 NO
Z D 126 NO
c D 291 NO
n D 219 NO
S A 152 NO
P A 197 NO
l D 223 NO
[ C 289 NO
N D 14 NO
G B 26 NO
] B 244 NO
M B 206 NO
C B 182 NO
c A 251 NO
J C 243 NO
F C 228 NO
M A 144 NO
J E 298 NO
[ C 37 NO
J C 131 NO
S D 50 NO
r D 210 ERR
R A 139 NO
j C 8 ERR
Z C 169 ERR
j B 113 ERR
^ A 114 NO
Z E 233 NO
B A 129 NO
m C 243 NO
b D 112 ERR
K D 86 NO
M D 168 NO
e A 275 NO
F D 228 NO
` D 284 ERR
L E 138 NO
m A 84 NO
N E 37 ERR
P B 81 NO
p C 265 ERR
i C 112 NO
H B 146 NO
D E 53 NO
H A 209 ERR
Y B 292 ERR
m D 134 NO
G C 5 ERR
H D 164 NO
[ B 149 ERR
r A 76 NO
f E 162 NO
f A 151 ERR
O A 224 NO
Y C 271 NO
h D 234 NO
I C 214 NO
a D 73 NO
f C 107 NO
` E 238 ERR
R B 251 NO
O D 294 NO
^ A 157 NO
W A 37 NO
T A 206 ERR
c A 196 NO
Y D 206 NO
U D 62 NO
Q D 173 NO
m A 16 ERR
K D 183 NO
a B 177 ERR
m D 112 NO
] C 227 ERR
I A 85 NO
[ E 112 NO
k A 293 NO
I C 262 NO
g D 213 NO
e A 283 NO
j A 181 NO
^ C 5 ERR
m C 265 ERR
X E 163 NO
C B 36 NO
P B 99 ERR
b C 128 ERR
C A 6 NO
V E 240 NO
g B 227 ERR
I B 148 NO
W C 248 NO
] D 165 ERR
K B 255 ERR
X C 151 NO
a A 262 ERR
q E 161 NO
^ D 219 ERR
I C 113 NO
U D 229 NO
c D 125 NO
Z C 90 NO
E C 182 ERR
C A 95 NO
V A 161 NO
k B 235 NO
\ D 249 ERR
f E 132 NO
F A 139 NO
M D 120 NO
V D 2 NO
V E 142 ERR
O D 267 NO
F C 195 ERR
p C 26 NO
X A 209 NO
p D 175 NO
Y A 94 ERR
_ A 266 NO
g A 270 NO
p D 19 NO
b C 137 NO
i E 223 NO
f C 106 NO
C A 109 NO
e E 152 ERR
B B 146 ERR
R A 207 NO
P D 202 ERR
\ B 139 NO
K B 232 ERR
H A 233 NO
^ D 66 NO
L B 32 ERR
Z E 155 NO
O C 210 NO
_ C 279 NO
H A 164 NO
A B 90 ERR
\ A 258 ERR
^ C 49 NO
l E 196 ERR
o A 151 NO
B E 94 NO
[ B 222 ERR
` B 77 NO
j C 244 NO
p B 47 NO
D A 202 NO
c A 239 NO
^ B 205 NO
f B 271 ERR
E E 19 NO
J D 133 NO
r E 286 NO
E C 26 NO
D D 86 NO
E D 82 NO
K D 30 NO
e B 18 ERR
E D 99 ERR
V C 284 NO
I C 289 NO
D B 150 ERR
T B 0 NO
Z B 172 NO
h A 56 NO
] D 134 NO
C D 237 NO
Q D 42 ERR
k B 232 NO
E D 168 NO
P B 260 NO
l D 53 NO
\ C 250 ERR
c A 215 NO
J B 186 NO
p E 184 ERR
Y A 275 NO
T B 123 ERR
T E 259 NO
C A 165 NO
q B 64 ERR
[ A 221 NO
H E 244 NO
W A 9 NO
B C 227 NO
M E 287 NO
_ E 32 NO
B E 73 ERR
P A 291 ERR
\ A 137 NO
` B 89 NO
b E 150 ERR
f A 267 NO
C C 29 ERR
e E 163 NO
L C 72 ERR
q C 170 ERR
B E 78 NO
f D 273 NO
j A 265 NO
S E 291 NO
n E 7 ERR
L E 176 NO
e D 19 NO
n E 186 NO
] B 21 NO
N C 95 NO
M D 108 NO
_ C 239 ERR
N E 48 NO
^ E 212 NO
S A 64 NO
b D 197 NO
l C 33 ERR
i E 167 NO
a E 95 NO
_ D 28 ERR
T C 133 ERR
d D 18 NO
E E 153 NO
C B 81 NO
A D 14 NO
M D 109 NO
G D 132 ERR
a C 53 NO
m B 244 NO
` B 191 NO
Y E 294 ERR
a E 86 NO
i A 24 ERR
R E 89 NO
I C 261 NO
o A 223 NO
g B 288 NO
B A 102 ERR
O B 121 ERR
U A 10 NO
j D 120 NO
g D 20 NO
r B 14 ERR
H D 189 NO
D C 265 ERR
a D 67 ERR
l E 32 ERR
U B 259 NO
p B 149 NO
A D 22 NO
N B 117 ERR
C C 179 NO
A A 76 NO
R A 50 NO
V E 118 ERR
e A 120 NO
^ C 91 NO
N D 297 NO
O B 260 ERR
V A 137 ERR
T C 176 NO
C B 156 NO
Y D 100 NO
Z B 290 NO
1000 5 200 300
f D 183 NO
j B 59 NO
H A 126 NO
i D 148 NO
Y E 21 NO
P D 272 NO
b B 157 NO
b B 212 ERR
M D 260 ERR
q B 63 NO
c E 296 NO
h A 11 NO
r D 224 NO
\ C 126 ERR
q D 233 ERR
X D 70 ERR
O D 18 NO
G D 114 NO
V A 173 ERR
Q A 266 ERR
^ A 28 NO
I B 295 NO
Y D 65 NO
P D 296 NO
f B 214 NO
A D 223 NO
` D 261 NO
H E 270 NO
d A 105 NO
O D 62 NO
R A 51 ERR
l A 3 NO
Q C 99 NO
l D 50 NO
a E 189 NO
S D 254 ERR
p E 19 NO
i C 159 NO
d C 154 ERR
Q D 242 NO
B C 53 ERR
L D 63 NO
I A 15 NO
j A 126 NO
h B 67 NO
Q E 95 NO
\ A 27 NO
] D 282 NO
Q C 16 NO
g B 79 ERR
Q E 57 NO
E B 111 NO
N D 269 NO
i C 225 NO
H B 20 ERR
i A 198 NO
T B 61 NO
h B 189 NO
r C 231 NO
h B 39 NO
e B 107 NO
d C 145 NO
n E 244 ERR
U B 246 ERR
T C 283 NO
i D 65 NO
f C 244 NO
N A 225 NO
M A 263 ERR
X D 299 ERR
M A 207 NO
E C 58 NO
b B 175 NO
\ D 256 NO
[ C 168 NO
` C 122 ERR
B B 240 NO
M D 276 NO
T D 42 ERR
` B 183 NO
^ C 192 NO
p A 221 ERR
W C 99 ERR
B E 132 ERR
] B 274 NO
` C 75 NO
k D 12 NO
l B 176 NO
n E 146 NO
O D 200 NO
l D 198 NO
r E 166 NO
[ A 162 ERR
P C 41 NO
` B 173 ERR
E B 169 NO
D C 117 ERR
o C 110 NO
P D 88 ERR
W E 17 NO
^ E 227 NO
_ A 29 NO
g A 46 NO
\ A 78 NO
q B 142 ERR
K C 46 ERR
A A 181 NO
G D 51 ERR
X B 190 NO
a C 239 ERR
r A 142 ERR
A E 260 NO
L B 20 NO
b A 12 NO
N D 26 ERR
f A 151 NO
` C 93 ERR
N D 151 NO
X D 137 NO
Z C 51 NO
Y E 79 NO
Y D 261 NO
d A 257 NO
e D 238 NO
r B 250 NO
S C 122 NO
T E 168 NO
L C 29 NO
Z C 44 NO
] B 256 NO
j E 213 NO
r A 50 ERR
V C 261 NO
n E 19 NO
f C 66 ERR
T D 56 NO
E C 262 NO
] D 269 NO
d E 219 ERR
S C 102 ERR
p B 292 NO
K A 122 NO
l C 55 NO
r C 267 NO
C B 81 NO
^ A 220 ERR
N A 233 ERR
o D 286 NO
O D 169 NO
e B 156 NO
X A 191 ERR
b E 11 NO
b C 74 NO
A D 6 NO
e D 206 NO
d E 7 NO
\ C 147 NO
n E 24 ERR
A A 23 ERR
Z E 247 NO
N C 275 ERR
C D 2 NO
F A 251 NO
E C 212 NO
o D 207 NO
Q C 206 NO
B C 294 ERR
P E 179 NO
J E 283 NO
N B 29 NO
X A 243 ERR
b C 161 NO
P D 228 NO
n B 95 NO
W B 109 ERR
O E 91 ERR
L C 287 ERR
b E 250 NO
N A 218 ERR
M E 126 NO
c A 114 NO
O B 94 NO
P A 202 NO
d E 176 NO
] E 41 ERR
m E 41 ERR
c D 4 NO
K E 260 NO
e E 133 ERR
M A 51 NO
M D 68 ERR
M B 41 NO
U D 192 NO
d C 158 NO
P B 230 NO
J E 187 NO
N E 46 NO
\ B 295 ERR
e A 160 NO
^ B 34 NO
D D 49 NO
P B 298 NO
F A 115 NO
` B 281 NO
T E 208 NO
S C 228 NO
P B 100 NO
J B 152 NO
M E 182 NO
] D 172 NO
h E 239 NO
b A 160 NO
r D 140 NO
b A 201 ERR
Z A 199 NO
O D 134 NO
b A 126 NO
E C 136 NO
h C 115 NO
K D 151 NO
c E 53 ERR
c D 207 NO
P E 29 NO
U D 64 ERR
H A 170 ERR
\ E 223 NO
p C 178 NO
l B 230 NO
] B 155 ERR
[ E 288 NO
C E 127 NO
k B 275 ERR
_ A 140 NO
Q E 44 NO
h B 96 NO
N A 282 ERR
p E 146 ERR
` A 91 ERR
m C 56 NO
B C 270 NO
o C 115 NO
P C 155 NO
a B 162 NO
l C 70 ERR
Q C 227 NO
h E 180 ERR
L E 208 NO
S A 237 NO
i E 7 ERR
o E 92 ERR
[ E 199 NO
g A 235 NO
^ E 253 ERR
^ E 196 NO
A E 3 NO
b A 273 NO
q C 25 NO
k A 268 NO
X B 123 ERR
H C 163 ERR
a A 212 ERR
a C 122 NO
X B 154 ERR
Y A 120 NO
l A 32 NO
c E 170 ERR
c D 214 NO
p C 120 NO
J A 253 NO
a C 122 ERR
Q C 72 NO
H D 265 ERR
D E 160 NO
k D 39 NO
q A 13 NO
i B 114 NO
\ E 151 NO
R A 37 ERR
` E 162 NO
_ E 73 NO
W A 198 NO
E E 50 NO
R B 119 NO
i A 31 ERR
L E 278 NO
L E 254 NO
H A 19 NO
R E 186 NO
r A 64 NO
p C 231 NO
T D 229 NO
B A 105 NO
T C 198 NO
k E 101 NO
X E 107 ERR
G A 59 ERR
g B 73 NO
P E 150 ERR
\ D 102 ERR
_ E 80 NO
^ D 140 NO
F C 191 ERR
Y E 246 NO
X D 92 ERR
\ E 298 NO
k B 224 NO
p D 122 NO
[ B 42 NO
Z E 259 ERR
b B 7 NO
Z A 253 NO
S A 294 NO
G C 9 NO
m A 244 ERR
f A 137 NO
b A 193 NO
g A 272 NO
q B 17 NO
N A 239 ERR
g E 156 NO
g A 37 NO
I C 183 NO
L D 156 NO
h C 176 ERR
M C 190 ERR
W A 230 NO
\ E 245 NO
U C 211 NO
E D 175 NO
n C 219 NO
q B 250 NO
O A 116 NO
r A 253 NO
` B 0 NO
I E 237 NO
D C 37 NO
i D 141 ERR
p B 250 ERR
d D 283 ERR
N A 44 ERR
O D 29 ERR
E E 162 NO
T D 277 ERR
p B 256 NO
q E 186 ERR
o C 80 NO
o D 48 NO
C B 8 NO
e A 215 ERR
j B 157 ERR
Y B 25 NO
_ A 140 NO
E D 87 NO
K B 291 NO
D A 68 NO
H D 264 ERR
R C 234 NO
Y B 211 ERR
Z D 63 ERR
b B 163 NO
r C 114 NO
G D 13 NO
c C 223 NO
^ D 281 NO
l D 270 NO
n A 223 NO
l B 141 ERR
l E 287 NO
A E 134 NO
m A 285 ERR
W A 226 NO
W E 6 NO
f A 108 ERR
m C 137 NO
e D 98 NO
b B 79 NO
h A 175 ERR
q B 92 NO
A B 16 ERR
l D 196 NO
\ C 19 ERR
c D 78 NO
O C 71 NO
W A 120 NO
e D 126 NO
r E 29 NO
g B 225 NO
C E 121 NO
l D 107 NO
] D 281 NO
k C 259 NO
L C 269 ERR
` C 238 ERR
_ B 204 NO
M E 50 NO
J D 163 ERR
d E 105 NO
n A 127 NO
d A 54 NO
^ A 130 NO
c E 255 ERR
\ C 102 ERR
O A 45 ERR
r D 214 ERR
e D 272 ERR
V A 170 NO
R C 209 ERR
j C 115 NO
G C 53 ERR
m A 53 NO
Y B 233 ERR
j B 44 NO
F C 128 NO
a C 16 NO
Y D 174 ERR
e A 121 NO
_ D 65 ERR
L D 299 NO
J E 123 ERR
h C 3 ERR
Q A 158 NO
d A 212 NO
U D 260 ERR
g D 115 NO
I C 91 NO
R A 128 NO
W C 57 NO
U E 182 ERR
r E 269 ERR
q E 83 NO
N A 4 NO
h A 218 NO
_ D 117 NO
P A 3 NO
d C 138 ERR
L E 90 NO
S C 269 NO
R D 32 ERR
g C 240 NO
h D 252 ERR
T B 33 NO
W D 132 ERR
I A 262 ERR
n B 206 ERR
k B 290 ERR
` C 275 NO
q D 295 NO
b A 60 NO
H E 186 NO
j D 139 ERR
U E 90 ERR
W D 194 NO
J B 161 NO
] D 173 NO
P E 93 NO
n C 191 NO
U E 185 ERR
A E 21 NO
F C 41 NO
n E 227 NO
\ D 73 NO
d E 29 NO
N C 19 NO
n E 139 NO
p B 164 ERR
j C 157 NO
\ A 164 NO
k A 220 ERR
j E 175 NO
O E 259 NO
h E 84 ERR
k A 11 NO
Y B 93 ERR
m C 167 NO
n C 133 NO
f B 269 ERR
o E 281 NO
` B 191 NO
j C 296 NO
b C 259 NO
Y C 264 ERR
\ D 152 NO
b E 290 NO
^ B 50 NO
o D 166 NO
F E 166 NO
T D 224 NO
a E 179 ERR
l E 132 NO
n D 23 ERR
c B 31 NO
c D 280 NO
l E 263 NO
I A 267 NO
o A 263 ERR
Z B 12 NO
l C 145 ERR
D C 36 NO
a C 218 NO
i E 190 NO
m C 38 NO
_ E 254 NO
o C 273 NO
b A 178 NO
J B 147 NO
m A 260 NO
J C 241 NO
d C 120 NO
l C 82 ERR
A D 136 NO
n E 207 NO
Q E 171 NO
J B 47 ERR
A E 273 ERR
U E 83 NO
o D 291 NO
e D 247 NO
S C 264 NO
k A 12 NO
Q C 37 NO
R B 144 ERR
d B 234 NO
V A 189 NO
U A 66 ERR
H A 218 NO
q D 135 NO
T E 164 ERR
P B 27 NO
[ B 66 NO
c D 244 NO
Y C 166 NO
V C 121 ERR
X E 1 NO
p C 255 NO
` A 167 NO
_ C 206 NO
P E 105 ERR
G C 249 NO
Y B 14 NO
D D 45 NO
j B 135 ERR
U A 46 NO
c C 54 ERR
Q C 285 NO
A E 278 NO
k E 276 NO
h B 165 NO
f E 69 NO
f E 153 ERR
p B 103 NO
W B 152 NO
n D 116 NO
R C 201 NO
C C 194 ERR
V C 176 ERR
B C 169 ERR
h B 149 ERR
W B 71 NO
W E 282 NO
^ B 235 NO
e C 44 NO
C A 117 ERR
\ D 198 NO
T B 202 NO
` A 210 NO
p E 33 NO
U A 95 NO
_ D 283 NO
T B 113 ERR
] B 71 ERR
P D 148 ERR
I E 67 NO
M B 189 NO
Y A 225 NO
A A 235 NO
` E 51 NO
H A 39 NO
c B 96 NO
q C 264 NO
g E 240 ERR
W D 261 ERR
Z E 288 NO
B A 74 NO
E E 71 NO
R D 79 ERR
o A 70 NO
H B 20 NO
l B 245 ERR
d A 202 NO
o D 177 NO
q E 249 NO
d D 156 ERR
r B 155 NO
W A 191 NO
P E 180 NO
A A 251 NO
M D 44 NO
_ C 192 ERR
V D 219 NO
R B 229 NO
J C 149 NO
n B 31 ERR
W D 70 NO
d E 169 NO
A B 20 NO
K A 9 NO
c D 176 NO
N E 258 ERR
f C 5 ERR
O C 36 NO
F E 244 NO
] E 256 NO
b E 17 NO
V A 153 NO
V B 241 NO
H D 256 NO
k B 126 NO
R A 236 NO
j A 186 NO
q C 47 NO
b B 55 NO
T E 223 NO
W C 257 NO
p A 46 NO
X C 80 NO
K B 7 NO
_ E 206 NO
M E 90 ERR
F A 83 ERR
n B 0 NO
k B 200 NO
G A 232 NO
M C 59 NO
U A 295 ERR
U D 110 NO
_ A 241 NO
\ B 140 NO
L E 70 ERR
[ A 274 ERR
] C 126 NO
p B 156 NO
\ C 34 ERR
A A 65 ERR
I C 5 NO
^ A 98 NO
P E 71 NO
G B 244 ERR
V C 189 ERR
A C 186 NO
p D 95 ERR
] A 100 NO
n D 61 ERR
Z E 222 NO
I B 215 NO
q E 170 ERR
b D 257 ERR
` D 261 NO
` A 31 NO
o B 238 NO
h B 137 NO
U B 103 NO
[ E 60 NO
G A 202 NO
b A 44 NO
T C 121 NO
F D 105 NO
B C 63 NO
K B 102 NO
T C 229 NO
n A 276 NO
d E 26 ERR
G D 144 NO
^ A 171 NO
j A 93 NO
[ A 124 NO
o C 139 ERR
a A 185 ERR
J E 211 NO
_ D 17 ERR
m D 60 NO
r D 170 NO
e B 115 ERR
k B 91 ERR
g A 108 NO
D C 246 NO
L E 155 NO
f D 15 ERR
Z A 76 NO
P B 79 ERR
E E 268 NO
E B 70 NO
Q A 214 ERR
O D 84 NO
W D 146 NO
W C 185 NO
\ C 153 NO
e E 249 NO
q D 295 ERR
V B 25 NO
K A 240 NO
c C 199 ERR
m E 167 ERR
D E 290 NO
r B 62 NO
I B 128 NO
g A 284 ERR
i E 147 NO
g E 14 NO
B E 188 NO
P C 43 NO
d C 119 ERR
] C 288 NO
^ D 292 NO
Q B 68 NO
k D 256 ERR
G D 8 NO
X C 106 ERR
N C 213 ERR
O B 122 NO
X D 157 ERR
Q B 278 NO
\ A 122 NO
_ C 100 NO
h D 207 ERR
n C 238 NO
b E 193 ERR
q D 13 NO
V D 79 NO
X C 285 NO
b C 270 ERR
i C 24 NO
m C 174 NO
M C 262 NO
i C 143 NO
e A 32 NO
F B 69 NO
j B 74 NO
d B 245 NO
A A 231 ERR
U D 282 ERR
] B 20 NO
U B 172 NO
N E 45 NO
i B 92 NO
q D 163 NO
F E 190 ERR
e E 21 NO
B A 182 NO
\ C 248 ERR
n A 227 NO
B D 54 NO
J B 155 ERR
Y A 238 ERR
P D 197 ERR
^ B 55 NO
H E 238 NO
C D 177 NO
j B 205 ERR
G A 247 NO
B D 242 NO
S A 211 ERR
I B 267 ERR
b A 155 NO
L E 258 NO
L A 262 NO
c A 44 NO
Z E 110 NO
I A 286 ERR
C C 84 NO
q C 211 NO
O D 172 NO
H B 163 NO
e A 194 NO
h D 166 NO
C B 193 NO
I D 194 ERR
a A 295 ERR
R D 253 NO
P E 83 NO
V E 216 NO
Z D 118 NO
j A 299 NO
X B 71 NO
a C 54 NO
P B 172 NO
S D 129 ERR
^ D 30 ERR
i E 125 NO
N D 44 NO
] A 117 ERR
I B 81 NO
O D 230 NO
Q E 169 NO
H E 220 NO
E E 80 NO
o E 147 NO
H E 112 ERR
Y B 106 NO
o D 90 NO
Y A 231 NO
b A 208 ERR
[ C 185 ERR
W E 230 ERR
o D 145 NO
b D 252 ERR
U C 166 NO
N E 222 ERR
D D 180 NO
C D 0 NO
U B 125 NO
C E 171 NO
A B 163 ERR
f D 26 NO
A E 35 NO
j A 269 NO
\ A 110 NO
p A 222 NO
f A 222 NO
e B 55 NO
A A 58 NO
R C 189 ERR
M A 3 NO
I A 212 NO
m B 95 ERR
i B 141 ERR
o D 270 NO
O E 262 ERR
` D 192 ERR
i A 158 NO
l B 33 ERR
W D 230 NO
B B 93 NO
[ E 221 NO
T C 173 ERR
A D 269 ERR
j A 48 NO
o B 244 ERR
P C 38 ERR
e A 295 NO
f C 172 ERR
E C 90 ERR
] A 246 NO
j E 79 NO
e C 279 NO
j E 19 ERR
V D 137 ERR
j A 76 ERR
I A 75 NO
k C 1 NO
U A 181 NO
Y B 224 NO
H C 87 ERR
W A 87 NO
Z C 30 ERR
A D 68 NO
g B 26 NO
o A 269 NO
j D 286 NO
T A 129 NO
p E 283 NO
A E 109 NO
j B 61 ERR
N C 27 ERR
j A 293 NO
U E 171 NO
I A 177 NO
U A 17 ERR
g C 60 NO
N D 244 NO
E E 155 NO
] A 142 ERR
` C 288 NO
J B 177 NO
J C 115 ERR
f C 136 NO
M C 16 ERR
L C 8 NO
g C 75 NO
c A 256 ERR
l C 204 NO
M C 89 ERR
A D 8 ERR
R C 199 ERR
j C 101 ERR
d A 18 NO
r C 38 ERR
Z E 277 NO
a C 209 NO
l A 167 NO
I C 38 ERR
^ A 77 ERR
p B 239 ERR
` D 81 NO
A C 262 NO
H A 246 NO
Y E 49 NO
i B 201 NO
n C 135 NO
l B 102 NO
F C 233 ERR
Z B 233 NO
h E 85 NO
` E 22 ERR
N E 118 ERR
l B 173 ERR
n B 174 ERR
r A 138 NO
o E 163 NO
D B 207 NO
a D 155 NO
M D 101 ERR
o C 251 ERR
M C 31 NO
] D 240 NO
Z A 142 NO
e C 221 ERR
Q C 194 NO
C E 126 NO
g A 103 NO
J B 97 ERR
i A 181 NO
N B 296 ERR
B A 65 NO
\ D 180 ERR
f E 150 ERR
U A 204 NO
a B 177 ERR
C D 82 ERR
o E 157 NO
^ B 118 NO
I A 20 NO
H B 86 ERR
[ E 56 NO
A D 269 NO
T B 166 ERR
e A 245 ERR
O A 290 ERR
e E 58 NO
d D 114 ERR
d C 170 NO
\ B 90 NO
U D 11 NO
O C 143 ERR
d B 267 NO
Q C 105 NO
c E 281 NO
E B 83 NO
i E 33 NO
W C 227 ERR
p E 136 NO
P C 107 NO
q D 178 ERR
L A 21 NO
W A 230 NO
Z D 259 NO
E E 293 NO
_ A 228 ERR
C D 259 NO
Z C 286 NO
X E 213 ERR
\ A 18 NO
k E 293 NO
j B 99 ERR
\ C 177 NO
h D 59 ERR
G D 273 ERR
c B 236 NO
_ E 92 NO
M D 140 NO
O D 3 NO
E A 158 NO
