100000 -1486618624
-477177 -496370 U
-478957 -468093 L
-498606 -470463 D
-497479 -471954 R
-481310 -484641 L
-487539 -482047 L
-494358 -491030 R
-474221 -480413 R
-484468 -498211 D
-468647 -472900 U
-479490 -489447 L
-494259 -485735 U
-483409 -488439 R
-468269 -495345 D
-481678 -482841 R
-484717 -472453 L
-474848 -486824 D
-493908 -474137 L
-476370 -493717 L
-479530 -484983 R
-484064 -482151 D
-475242 -469802 L
-494602 -498997 U
-473324 -492013 L
-475695 -489818 U
-489679 -473736 L
-492662 -469376 L
-479255 -499657 R
-491786 -490802 L
-487884 -479222 R
-484351 -495895 R
-476458 -472040 U
-493841 -491135 R
-474658 -477113 U
-469918 -492781 D
-473392 -486305 R
-483341 -477636 L
-478561 -467323 U
-498557 -489274 R
-471029 -484105 R
-475761 -488009 U
-479230 -495343 D
-496858 -475181 L
-486648 -472573 D
-476578 -472755 U
-477730 -477241 R
-495023 -485221 L
-487716 -471261 U
-493046 -494677 D
-485700 -477708 U
-490003 -476701 R
-494910 -468248 L
-468094 -484676 U
-487542 -483729 U
-479070 -489002 R
-474396 -468332 U
-497796 -492845 L
-479103 -469515 L
-492815 -475557 D
-475035 -470506 U
-497875 -489703 D
-473261 -483387 R
-472942 -493416 R
-499535 -490427 R
-499897 -492743 L
-477543 -470916 R
-479217 -477242 D
-499703 -497829 R
-480461 -499126 D
-498053 -482511 R
-481119 -479434 L
-476343 -482893 D
-478064 -475396 D
-476512 -488236 L
-480694 -472157 R
-484101 -488762 D
-490773 -474874 L
-476841 -480829 R
-484301 -494662 D
-489056 -496541 D
-483393 -478257 D
-471033 -482898 L
-479930 -471065 R
-469187 -491474 U
-488786 -486821 L
-499500 -483924 D
-494833 -481951 U
-476124 -498341 U
-476671 -496521 R
-490094 -480100 L
-496945 -487304 L
-491259 -488790 L
-498851 -489177 U
-478226 -478783 L
-476958 -480739 R
-482764 -472923 D
-489273 -495025 D
-479527 -476775 R
-474542 -498511 R
-496581 -481256 U
-490022 -469600 R
-495304 -470787 D
-492357 -480238 R
-499805 -487215 D
-485049 -497979 R
-492086 -476546 L
-487327 -486173 D
-497666 -467815 L
-481652 -479538 U
-475048 -483843 D
-481137 -481509 U
-478665 -488846 D
-480264 -494372 D
-496605 -487796 L
-487887 -487472 L
-479714 -487918 U
-481058 -480242 L
-490614 -490876 R
-497484 -473532 R
-489682 -493666 D
-495592 -486742 D
-494341 -484889 U
-474851 -495568 U
-483168 -495702 D
-482625 -495985 R
-493285 -471305 L
-482456 -487089 U
-499531 -474255 L
-471256 -486694 R
-483784 -496362 U
-493021 -470482 D
-469184 -492208 D
-495583 -484649 U
-480018 -497184 U
-491446 -497102 R
-488591 -473720 L
-472980 -489943 U
-470504 -492410 D
-498333 -493335 D
-492312 -489676 U
-469381 -482755 U
-476679 -487571 L
-491555 -468331 U
-482311 -486008 L
-467859 -496405 U
-489302 -497657 L
-480859 -474122 U
-492228 -471733 L
-477111 -467859 D
-468026 -483088 U
-482550 -478890 D
-496552 -495977 U
-489351 -477051 L
-474796 -470453 L
-485421 -494374 R
-490992 -480562 U
-468855 -495382 U
-471052 -490402 U
-482659 -495609 D
-495218 -482593 R
-470496 -484110 L
-471987 -472980 L
-497031 -473965 L
-474898 -470598 U
-479682 -487291 U
-489546 -486445 R
-477499 -489363 D
-491251 -483568 U
-499017 -478655 L
-498654 -476827 U
-486070 -472818 D
-485229 -485809 L
-473105 -491799 U
-480944 -484086 U
-495978 -497151 U
-496066 -492067 L
-478505 -498157 U
-485580 -492138 U
-482149 -480592 L
-491920 -472429 U
-475353 -496623 R
-499297 -495385 L
-485495 -499855 D
-481285 -480388 D
-473636 -475873 U
-491210 -496061 L
-480024 -480816 R
-476117 -480818 R
-476172 -483890 L
-490095 -490769 D
-477960 -476131 L
-483820 -485079 U
-494232 -498512 U
-469839 -488173 L
-472500 -494535 R
-492258 -470002 D
-489366 -497340 L
-490586 -485171 D
-489563 -468580 D
-493875 -491359 D
-471840 -486364 L
-478079 -476269 D
-479221 -472406 U
-480299 -468574 D
-478176 -492436 D
-481929 -489011 D
-481998 -498377 D
-486307 -477271 D
-494356 -475540 R
-467625 -490830 R
-473077 -493993 U
-483438 -469343 R
-473168 -493679 U
-483026 -487838 U
-483416 -492181 R
-497041 -486521 R
-479495 -486511 U
-483529 -497083 L
-499116 -487832 D
-484918 -483742 R
-489415 -469291 U
-492792 -483422 R
-475918 -483479 U
-482398 -467835 U
-499527 -470485 L
-481542 -499582 L
-494442 -488073 R
-486488 -493820 D
-472354 -480340 R
-477479 -497977 U
-475551 -498537 R
-485621 -470669 L
-479329 -497430 U
-485428 -478841 D
-497247 -477419 R
-468089 -498459 D
-468922 -481699 L
-468602 -475987 R
-477144 -487409 L
-488017 -476380 U
-480154 -497649 L
-494419 -487725 L
-491284 -471740 U
-490886 -489939 L
-499684 -495738 U
-476534 -476839 L
-493345 -496611 U
-468981 -487442 L
-487799 -474382 D
-468494 -481591 D
-475632 -485893 U
-484923 -491965 U
-492402 -470633 R
-481933 -470162 U
-491261 -493629 L
-478321 -481491 U
-491575 -499333 U
-489790 -472014 R
-497588 -479065 L
-475037 -495276 U
-473648 -478637 U
-472220 -487496 R
-488846 -498634 U
-491491 -492354 L
-493651 -491093 R
-477541 -479814 U
-484862 -476250 U
-491391 -487471 D
-494183 -467883 D
-490349 -474973 U
-483343 -499104 R
-473716 -490362 L
-481541 -497389 U
-472371 -483984 R
-499658 -472627 U
-492289 -478737 R
-484701 -485241 L
-499253 -469565 U
-473944 -475041 R
-489175 -487957 U
-494782 -498086 D
-474116 -497592 R
-497132 -481311 D
-495884 -490713 D
-467923 -485462 R
-487959 -476340 R
-480350 -469246 U
-494798 -477353 R
-490926 -482631 L
-488543 -475750 L
-472983 -495073 D
-494807 -475722 D
-471686 -480301 L
-491679 -472679 L
-491697 -473263 R
-474021 -495173 R
-469568 -474240 D
-488057 -481629 R
-475866 -493129 L
-481382 -494052 D
-470703 -470550 U
-493128 -473945 R
-476924 -489468 U
-484532 -486393 U
-493979 -468080 R
-482992 -487935 D
-484638 -492982 R
-485125 -493921 L
-488067 -488660 R
-499958 -496743 L
-489352 -474360 U
-488929 -491851 L
-479267 -480031 L
-474129 -469191 U
-478121 -483470 L
-491473 -480569 R
-496052 -489816 U
-470653 -485325 R
-472249 -490752 R
-492572 -471235 L
-467957 -476676 R
-483027 -489933 D
-467997 -468423 L
-471088 -484638 D
-476654 -484668 U
-482073 -496031 D
-486287 -479041 D
-497121 -482400 D
-475503 -481408 U
-496345 -493893 U
-494842 -489826 D
-486996 -493697 L
-478042 -487753 U
-483315 -484432 U
-474150 -499503 L
-499129 -496160 L
-495525 -496225 L
-487987 -482305 U
-488984 -499435 L
-486332 -477963 U
-470302 -478195 U
-487843 -481582 U
-479798 -495374 U
-468154 -469117 R
-468205 -468576 D
-486302 -491498 U
-487726 -472059 D
-497587 -477476 L
-491995 -470999 D
-482984 -471268 L
-470420 -494189 L
-468227 -477930 U
-473941 -499876 D
-489728 -468107 L
-488014 -498357 R
-479695 -488560 R
-497710 -469572 D
-482801 -492535 U
-481968 -493734 U
-496704 -489050 D
-496935 -476477 D
-493037 -467847 D
-491622 -496716 L
-478323 -477261 U
-496432 -496047 D
-494936 -475977 L
-498453 -491360 U
-499244 -484793 R
-479596 -499369 U
-493092 -489758 U
-480705 -494460 R
-499533 -486999 D
-489206 -470077 L
-499746 -469145 L
-490989 -492813 D
-495370 -487025 U
-471142 -474194 L
-474130 -470188 R
-487556 -495372 L
-494041 -479972 D
-468241 -493117 U
-474496 -497409 R
-485498 -467820 D
-486955 -478438 L
-477204 -499982 L
-470862 -469289 R
-496433 -490579 U
-484828 -469384 U
-477455 -489643 U
-495376 -486263 R
-495261 -481800 L
-477291 -483578 R
-469170 -483742 U
-480028 -492970 U
-472359 -481711 U
-477674 -483730 L
-472313 -483246 R
-491357 -474445 R
-482130 -479415 L
-469684 -481931 U
-487734 -488240 L
-482539 -474590 D
-484128 -483599 U
-482273 -494221 U
-470483 -491803 U
-469083 -495281 U
-477490 -473628 L
-478329 -480752 U
-480212 -469469 D
-477910 -481939 D
-495538 -473707 R
-480107 -469184 U
-469023 -467696 R
-487916 -486701 L
-469744 -484902 U
-485948 -485503 U
-494203 -485163 R
-498215 -494126 L
-480206 -484935 U
-470143 -489902 R
-488537 -479706 L
-483422 -492072 L
-484317 -492686 R
-479241 -498954 L
-473942 -489612 D
-470479 -469302 R
-499524 -481332 R
-494049 -469142 D
-482172 -481199 L
-496363 -496483 L
-495717 -497501 D
-496633 -483421 U
-478540 -468445 U
-484591 -473802 R
-481597 -475470 D
-477086 -488180 L
-469884 -483828 D
-487991 -488317 L
-499343 -496995 U
-491696 -482754 D
-470144 -487400 L
-483666 -479527 L
-487616 -494271 L
-474513 -474367 U
-472011 -481369 R
-495317 -483952 R
-480896 -474305 U
-471007 -478077 D
-491218 -491235 U
-490993 -484899 D
-482606 -491578 R
-471521 -497193 D
-471509 -484152 R
-470979 -482833 L
-479993 -496993 D
-480450 -468816 R
-477276 -475375 R
-488814 -467892 D
-495302 -469633 U
-490368 -470435 D
-470403 -467482 D
-495849 -483988 R
-485845 -467832 U
-472739 -484088 U
-491510 -473242 D
-473241 -498794 R
-479010 -481760 U
-480430 -472790 L
-476603 -496178 U
-479646 -498438 U
-492684 -477707 D
-482133 -491695 R
-496563 -490333 U
-488686 -488432 L
-496055 -483504 R
-482675 -474602 D
-486622 -468191 R
-496419 -491985 L
-485554 -482663 U
-483770 -499624 L
-482657 -483358 U
-477972 -489360 L
-472152 -490965 D
-478761 -486467 L
-496969 -493102 R
-476966 -487739 D
-487544 -484775 L
-494654 -489622 D
-493325 -482734 R
-472416 -468652 D
-470964 -489280 L
-481776 -474367 U
-478677 -496470 D
-470593 -467943 L
-471850 -495922 R
-490330 -477733 U
-483196 -497996 R
-499280 -469829 R
-473044 -484462 U
-475447 -467321 D
-478807 -491835 L
-493176 -468307 R
-499119 -481082 U
-497682 -472447 R
-499379 -468257 U
-468753 -475767 D
-478366 -469223 U
-496698 -497098 L
-488480 -471787 D
-485822 -471640 R
-490253 -477759 D
-470647 -494280 L
-498288 -487107 D
-499194 -496891 U
-473685 -499391 R
-468351 -468291 D
-470654 -475172 D
-482416 -493997 U
-486627 -498314 L
-473126 -492962 D
-486063 -482738 D
-468238 -491429 D
-494103 -487704 D
-470103 -483059 D
-482105 -469964 L
-494552 -470117 R
-480237 -477362 R
-480967 -489898 R
-491046 -467422 U
-493694 -478179 U
-483933 -468638 L
-497507 -473639 L
-496407 -477815 R
-474284 -495212 D
-469123 -493594 L
-491150 -487161 D
-499401 -471583 L
-476452 -481348 U
-481150 -482314 R
-495373 -486117 U
-484953 -481509 R
-485773 -472846 L
-475929 -479601 D
-479421 -470693 L
-484935 -490171 D
-474889 -471278 R
-470060 -470688 U
-469003 -468592 R
-493884 -475778 R
-496009 -479600 U
-496833 -468272 R
-468512 -474941 L
-467595 -474083 D
-468960 -497703 U
-492022 -480945 L
-476639 -481223 L
-487544 -497636 U
-472729 -470293 R
-479141 -491040 R
-477584 -479568 D
-469564 -497718 D
-497033 -491213 R
-489924 -487962 R
-470361 -476198 L
-482756 -472400 R
-494627 -470618 U
-491405 -488402 D
-483953 -498663 U
-467261 -480061 L
-477327 -486622 D
-476254 -491203 R
-476948 -499588 L
-482385 -497973 R
-480633 -470778 U
-496223 -494885 R
-495413 -469254 D
-470318 -475117 D
-467626 -481777 R
-467686 -492833 U
-496117 -495891 R
-470347 -486063 R
-488536 -478859 R
-479386 -475843 R
-470998 -496176 D
-498153 -483113 R
-478525 -488890 L
-481113 -488116 U
-476591 -468932 U
-468059 -471045 R
-468842 -471807 U
-476634 -471460 R
-483423 -470240 R
-486918 -470589 L
-495577 -483467 L
-492818 -468105 U
-468290 -474816 U
-488487 -472364 D
-489669 -473380 L
-498008 -490890 R
-467812 -468752 D
-487255 -468324 U
-480953 -480205 L
-491847 -467385 D
-491895 -479727 D
-486096 -467522 R
-482410 -496933 R
-480871 -484227 U
-474245 -496565 U
-497517 -484930 D
-485700 -473739 U
-496522 -493032 U
-486245 -475765 L
-499314 -475668 L
-491206 -484103 R
-468215 -490603 D
-473839 -485185 L
-489489 -498283 R
-479375 -473576 R
-468553 -498631 R
-497392 -494384 L
-493992 -489624 L
-475956 -468780 R
-487957 -470887 U
-472027 -484384 D
-495563 -491995 R
-486872 -469411 R
-485198 -468883 D
-486724 -484667 L
-497670 -485747 R
-488057 -474835 D
-493673 -480362 U
-470285 -489275 R
-495199 -471419 R
-475403 -490650 D
-481344 -483732 U
-479070 -482414 D
-467613 -478837 U
-497991 -475286 U
-497847 -493236 L
-472919 -492665 L
-493899 -491938 U
-483137 -497988 L
-479008 -499871 R
-493700 -480220 R
-482427 -491032 U
-497339 -478442 R
-471647 -468814 L
-473363 -467769 U
-499787 -470162 U
-497980 -467510 R
-485069 -472212 R
-487624 -490068 D
-470824 -467461 L
-482015 -478883 D
-469982 -495503 D
-485548 -477913 L
-496085 -498935 R
-479724 -470687 U
-483201 -487648 U
-475017 -470752 D
-493354 -499087 R
-480552 -469870 R
-490314 -488347 L
-489238 -487218 R
-475037 -486507 U
-492781 -488140 U
-487250 -485116 U
-495090 -480585 D
-495746 -468021 D
-496377 -484437 U
-491225 -488671 U
-485970 -494873 U
-467730 -496117 U
-490758 -481445 D
-492209 -479469 D
-493945 -498321 R
-484141 -491556 U
-495134 -468543 L
-472411 -484502 D
-468971 -468704 U
-471519 -475269 R
-473772 -493614 L
-486638 -469954 D
-480865 -469368 U
-499620 -493747 R
-469842 -477805 U
-485052 -472646 L
-470907 -471251 R
-471659 -488826 U
-494205 -483335 R
-493746 -492057 R
-467512 -478968 R
-490332 -477414 L
-485562 -476926 L
-474243 -467523 R
-492838 -486844 D
-491609 -472860 R
-478150 -482796 L
-477316 -485018 L
-484953 -495304 D
-474438 -480748 U
-474216 -495467 D
-477781 -489516 L
-478238 -473951 L
-475401 -492322 R
-485118 -489270 D
-472901 -499322 L
-481900 -468956 D
-469583 -480672 U
-467672 -484620 L
-493170 -467305 L
-495901 -478974 D
-493589 -486701 U
-488520 -483671 U
-485555 -490489 U
-497377 -493796 U
-483810 -472332 D
-482678 -497553 L
-471607 -480179 R
-476399 -483798 U
-486356 -486731 U
-496117 -477794 R
-481770 -485604 D
-485241 -472265 U
-469602 -495329 U
-483606 -472458 D
-471707 -488332 R
-485093 -478624 U
-494043 -482934 U
-486143 -491905 L
-475614 -499988 U
-478653 -497459 L
-470448 -475648 R
-488571 -470240 D
-481458 -468675 D
-483171 -497937 R
-490359 -470290 L
-486799 -495485 L
-479715 -498926 R
-471941 -477446 R
-468395 -473076 L
-491217 -482137 L
-498221 -497393 D
-494163 -488539 U
-473652 -472434 R
-471416 -474938 L
-484901 -469985 D
-478578 -476383 U
-489643 -482165 U
-493107 -495384 D
-473560 -484351 D
-487855 -468394 U
-488538 -479828 U
-495290 -497208 R
-468528 -474859 R
-470388 -494492 R
-476677 -474855 D
-482854 -489242 U
-483354 -476829 U
-473084 -484775 U
-479594 -498528 R
-484352 -474388 L
-497001 -484116 U
-492869 -473298 U
-483978 -488153 R
-493083 -492474 L
-467833 -484044 U
-471753 -470009 U
-468646 -480173 D
-494882 -481285 D
-496531 -486385 R
-497900 -493397 L
-476424 -494727 R
-473073 -472879 L
-491795 -477781 R
-472372 -486335 U
-498566 -493628 R
-493988 -479071 L
-478539 -478755 L
-483643 -476595 D
-484039 -482393 U
-468592 -484873 R
-476454 -470864 R
-494181 -475159 R
-474691 -482939 U
-480053 -493586 D
-498828 -469461 U
-482898 -473785 D
-490509 -480353 U
-486351 -485303 R
-484233 -476831 U
-499729 -493722 L
-493648 -496323 R
-484401 -494636 D
-481580 -492865 L
-498202 -489965 L
-481434 -499425 U
-469040 -472836 L
-475185 -481904 R
-483577 -488925 U
-479964 -468698 U
-486943 -467795 U
-498013 -472876 R
-481994 -469010 U
-488493 -484546 R
-479263 -492181 L
-485293 -494782 R
-474984 -493041 L
-473938 -475250 L
-475187 -482124 D
-483886 -491877 L
-492901 -470951 R
-498430 -476190 U
-469782 -470380 R
-473002 -477648 L
-487353 -487652 L
-489433 -473000 R
-482765 -491640 U
-477191 -482122 U
-471097 -484712 L
-489026 -489143 L
-492028 -474984 L
-489327 -486072 R
-479950 -492863 L
-498644 -480647 L
-476409 -493137 R
-491312 -486468 D
-484706 -498891 D
-493738 -469118 L
-490913 -476611 U
-483426 -493525 L
-495770 -488582 U
-478306 -475778 L
-484589 -483313 U
-482379 -472646 L
-496966 -470149 D
-498403 -491021 L
-472388 -467859 L
-497282 -490322 L
-483992 -495547 L
-484575 -468221 L
-476302 -477324 U
-476373 -487505 L
-473366 -484099 D
-497688 -477997 D
-486669 -479818 U
-495851 -496549 U
-495185 -488411 D
-494434 -487365 R
-481515 -490481 U
-495528 -495859 R
-468307 -486129 D
-481899 -489809 R
-492691 -496182 D
-488021 -488978 R
-495578 -468575 R
-472381 -483475 L
-494528 -483084 U
-480636 -493763 D
-494663 -499638 D
-485248 -499224 U
-496983 -494337 R
-479637 -471333 L
-488532 -467388 R
-498561 -470669 U
-487925 -497767 L
-471394 -470247 U
-471175 -479733 U
-498931 -475599 R
-475463 -482354 L
-487962 -491323 L
-484458 -479716 R
-499575 -485573 U
-471581 -497828 D
-487752 -479630 U
-477048 -490510 U
-478428 -480749 R
-471356 -499114 U
-486513 -473337 R
-483030 -491715 R
-499495 -492728 L
-498423 -496389 D
-472696 -496758 L
-494535 -485020 L
-477778 -482198 R
-476029 -479272 U
-476866 -489427 L
-467677 -471746 L
-473557 -498896 U
-485872 -484837 U
-493081 -481128 L
-491504 -474356 D
-484837 -473625 U
-485946 -474566 D
-490833 -485511 R
-477903 -488263 L
-492671 -483043 R
-475551 -488252 U
-477612 -486071 D
-483512 -496044 L
-481827 -476530 R
-473617 -477818 L
-490238 -478624 D
-497288 -495923 D
-470624 -469681 U
-479303 -485662 L
-475024 -485316 R
-477106 -480018 R
-469012 -488648 L
-469133 -472213 L
-491973 -471540 R
-484849 -478051 D
-497008 -483434 D
-468569 -490044 R
-482174 -473981 U
-490941 -470960 R
-484286 -477423 L
-490145 -476487 R
-492351 -477989 R
-484223 -486704 R
-477922 -483110 U
-474351 -493154 R
-497422 -483546 D
-490885 -486095 D
-487586 -484071 U
-484145 -487705 D
-485663 -494628 R
-482995 -482031 D
-493477 -471915 D
-470098 -471800 U
-471600 -478046 L
-468478 -499953 R
-470588 -477787 L
-479626 -485490 L
-478645 -485289 R
-480921 -495218 D
-495844 -488874 L
-496245 -488322 L
-484276 -491932 R
-498924 -490581 R
-496775 -484388 D
-487397 -497682 L
-468078 -475836 L
-472137 -492421 L
-494725 -481474 U
-469368 -492063 L
-489923 -485295 L
-483678 -481655 D
-475255 -497860 U
-479721 -498074 L
-479827 -497456 R
-472425 -496753 D
-476590 -485500 D
-495142 -477197 D
-485987 -473537 D
-495150 -482189 L
-487549 -469739 D
-480038 -496643 R
-472710 -476706 U
-493225 -476796 R
-483643 -489485 L
-472695 -472612 D
-480247 -472709 L
-478338 -487692 L
-487686 -474613 U
-468378 -494626 L
-467656 -498302 L
-495173 -493159 R
-492105 -475288 D
-497679 -494935 U
-486845 -489916 D
-489038 -477217 R
-489725 -494697 L
-495663 -468266 U
-476149 -490363 L
-484998 -480495 R
-482991 -470953 R
-491197 -497462 R
-485454 -493236 L
-485584 -471864 R
-489028 -478844 U
-482619 -479530 D
-490118 -479002 U
-493634 -484173 U
-476031 -484795 D
-496381 -478830 L
-474657 -492229 L
-493331 -490872 U
-477759 -479372 R
-489726 -487818 R
-467726 -494763 D
-468311 -499638 D
-493961 -484531 U
-495734 -489287 R
-488457 -499667 D
-486509 -470852 R
-489033 -473510 D
-475176 -485267 R
-478910 -491336 U
-471860 -471516 L
-489944 -487010 L
-470140 -469029 L
-477618 -472782 U
-478977 -475836 U
-473149 -492033 R
-491089 -496868 U
-486370 -473175 R
-468305 -485227 R
-467508 -496391 D
-470159 -475656 U
-481832 -496181 L
-496189 -477242 L
-497391 -498048 R
-498815 -478206 D
-482913 -471564 D
-481201 -495756 D
-498078 -487371 L
-470235 -481548 R
-470096 -485518 U
-493917 -490198 L
-482992 -474675 D
-491428 -471225 D
-493632 -467430 L
-469351 -478309 L
-472279 -499011 D
-497334 -494826 D
-471916 -493295 U
-485862 -476387 R
-495053 -492247 D
-497437 -493772 R
-475680 -490285 D
-476943 -476567 R
-469721 -478706 D
-476965 -479605 R
-475036 -469881 U
-486956 -472175 D
-471313 -492882 D
-498484 -490569 L
-476091 -467322 R
-468304 -483007 R
-469340 -498884 R
-484696 -468765 L
-482904 -495576 L
-468940 -483271 D
-471102 -480568 D
-490399 -476702 U
-490603 -477999 R
-469856 -478966 U
-481619 -494483 D
-485673 -476016 L
-469751 -467909 U
-492082 -473584 D
-494232 -494152 D
-491006 -480405 L
-482212 -496635 U
-494976 -470609 R
-480109 -471462 R
-479649 -469396 D
-495402 -489348 L
-488725 -481071 L
-492378 -494319 R
-494689 -481749 R
-493941 -474967 R
-481148 -488033 L
-492693 -498221 L
-494450 -471758 R
-488322 -480869 D
-485110 -467330 U
-474687 -492228 U
-472000 -478304 L
-495370 -469771 U
-468781 -481972 R
-492145 -479943 L
-493438 -493310 L
-483302 -495943 U
-475045 -490789 L
-478203 -493835 L
-479872 -481171 U
-487213 -487850 U
-497399 -478547 U
-479206 -469500 L
-491855 -492833 U
-494622 -489744 L
-469692 -482575 U
-468671 -489267 D
-489205 -474153 U
-470721 -474386 L
-481355 -467778 R
-496019 -499140 U
-488860 -498637 L
-483403 -493879 R
-494114 -477042 R
-499384 -487255 U
-486875 -499895 U
-478533 -477421 U
-491045 -484611 L
-471634 -489982 D
-477387 -496057 L
-484716 -475707 U
-497801 -477758 L
-472720 -496321 R
-491740 -479793 D
-470359 -496947 D
-489359 -489235 L
-489402 -468729 U
-499049 -474675 L
-468443 -472105 L
-474097 -483230 D
-487404 -485474 D
-484621 -488548 R
-486702 -477349 R
-473628 -472682 L
-493215 -468974 U
-481972 -471463 L
-490957 -473369 U
-493603 -475769 U
-493549 -488283 L
-481649 -467578 U
-470815 -475987 D
-498798 -492799 R
-481169 -477572 U
-484114 -478750 U
-482262 -483249 U
-487734 -471794 R
-467887 -489847 U
-488820 -491386 U
-479769 -483607 R
-483505 -476739 R
-498521 -491595 L
-490135 -479165 U
-487779 -492961 U
-470541 -469737 D
-486605 -489903 U
-468849 -472773 D
-498217 -486424 R
-487198 -478114 D
-495487 -489281 D
-482691 -476482 U
-480062 -467494 U
-477910 -492152 R
-499162 -479909 U
-484141 -486554 R
-477431 -474952 U
-475257 -471301 D
-475846 -478801 D
-493249 -489611 L
-494094 -475271 U
-486285 -492663 D
-491241 -497961 U
-491609 -499346 L
-468551 -497895 R
-489619 -469330 L
-477614 -493775 D
-468585 -476943 R
-496340 -469659 U
-474743 -488184 D
-479751 -499383 R
-477460 -488485 D
-489592 -498942 D
-471240 -473834 L
-484082 -470013 U
-477247 -485986 D
-479086 -475969 L
-499368 -490444 D
-470972 -468982 D
-473190 -491299 R
-486664 -493540 D
-488066 -486442 R
-494600 -494985 R
-469554 -471221 L
-485144 -495846 U
-484990 -498940 U
-480142 -480059 D
-485575 -486460 L
-487695 -495804 U
-483765 -483307 L
-492963 -479756 R
-475870 -468308 L
-497382 -489475 D
-487971 -489809 L
-481405 -470788 L
-471702 -467833 R
-489920 -490485 L
-497505 -483842 D
-477236 -498572 L
-489482 -469287 R
-488012 -468380 R
-479759 -498892 L
-484744 -491646 D
-490146 -481472 L
-474347 -482760 D
-470035 -484288 R
-485476 -485371 U
-492842 -490289 D
-496534 -469442 D
-470404 -471343 D
-477734 -473600 R
-471205 -494676 U
-481661 -494782 R
-488035 -485491 D
-486300 -499639 U
-496094 -471316 L
-474224 -475665 U
-480528 -467570 R
-494286 -467341 D
-490947 -490323 L
-487422 -476200 L
-483704 -483811 D
-494718 -480264 R
-489586 -499595 D
-484959 -480307 U
-492814 -471887 R
-482672 -468822 L
-467728 -491574 D
-469778 -489124 L
-470912 -490710 U
-487273 -470437 L
-474204 -471790 D
-475974 -497756 L
-481317 -491959 L
-497145 -486453 D
-493575 -484180 R
-473081 -479391 R
-498744 -482701 D
-476921 -494383 L
-471234 -473010 U
-470498 -488396 D
-485831 -490330 L
-492243 -489523 L
-489748 -498527 L
-470800 -486094 L
-486250 -478277 L
-485509 -479155 D
-478961 -496358 R
-494158 -492368 R
-469172 -475682 D
-473443 -499971 U
-497163 -490982 L
-486477 -470195 L
-495466 -479671 D
-479391 -483628 D
-474342 -486071 L
-497281 -480705 R
-481653 -491704 D
-479881 -499845 L
-487598 -483281 L
-481222 -483103 D
-492440 -476056 L
-497559 -481024 L
-492489 -474861 R
-469707 -480899 U
-477409 -470783 U
-497444 -482116 U
-482091 -468456 R
-499243 -487082 R
-480993 -475417 D
-480760 -481406 L
-489068 -487788 L
-485979 -485383 L
-470683 -476820 U
-498827 -481016 L
-485019 -476493 R
-481607 -482876 U
-484926 -499560 R
-489737 -469863 L
-477137 -474803 U
-484283 -470602 L
-475026 -485205 D
-479509 -483588 L
-496005 -472061 L
-469124 -485768 D
-476979 -476717 L
-493390 -488034 D
-479650 -468577 R
-467282 -493908 D
-487552 -486358 U
-489618 -484601 R
-468569 -477523 D
-473444 -481163 D
-483921 -490510 U
-480516 -498565 L
-494263 -476075 L
-469474 -475066 D
-485484 -486893 U
-497871 -488210 L
-477685 -495237 U
-475144 -490769 L
-474549 -467756 L
-469161 -491219 U
-470419 -497127 U
-487688 -481564 D
-467752 -473895 L
-480790 -489142 L
-473636 -491301 L
-483245 -487216 R
-489351 -484771 U
-479090 -470201 R
-495335 -473348 R
-473023 -469159 U
-476115 -473425 U
-475052 -498938 L
-474138 -473505 L
-492329 -484812 L
-487548 -479758 D
-467410 -486544 L
-467981 -495120 R
-482525 -493460 R
-497495 -473840 R
-494673 -486172 D
-473849 -499651 D
-468339 -478738 L
-468564 -485377 D
-489466 -486174 D
-473486 -480177 L
-499092 -475047 D
-476908 -476105 U
-476868 -492808 R
-497231 -485170 D
-494105 -494844 R
-474716 -496782 D
-495187 -497940 R
-481693 -470700 U
-476658 -468401 D
-473748 -474458 U
-485948 -467926 U
-499861 -498159 L
-484807 -487891 R
-475117 -499392 U
-481798 -473489 U
-483994 -467553 R
-479585 -484367 D
-469917 -498527 L
-487152 -474186 D
-478641 -493273 L
-489159 -481448 D
-491243 -492578 L
-478581 -499870 D
-478608 -489804 L
-490279 -488745 R
-485155 -487502 R
-476816 -480596 U
-495989 -467498 U
-494971 -490714 L
-472648 -476473 L
-494783 -467377 D
-468152 -499078 U
-474856 -478708 D
-475275 -487899 D
-477385 -495246 R
-486942 -480760 L
-492773 -490388 R
-479870 -467462 L
-496192 -470570 U
-469491 -483650 U
-477472 -473200 R
-472073 -486773 R
-495557 -480960 L
-471767 -475828 D
-469791 -493132 R
-486424 -476806 R
-475918 -467929 U
-470355 -472913 U
-481193 -482859 D
-473370 -470214 L
-476329 -479839 R
-485939 -487342 L
-498147 -476485 R
-487978 -485170 U
-488318 -478070 L
-496531 -482206 U
-494139 -492220 U
-476426 -477751 U
-482325 -487945 U
-489654 -486287 D
-491269 -485901 R
-492757 -478591 L
-482205 -493350 U
-494747 -486322 L
-467686 -486984 U
-490864 -488811 L
-475816 -473355 L
-486221 -482526 R
-480500 -487936 U
-491460 -480350 U
-490423 -471293 R
-489981 -487217 L
-472730 -493568 D
-498349 -468927 R
-489849 -472028 D
-488913 -492156 L
-494397 -497859 R
-472241 -480445 R
-487635 -469367 U
-492922 -479324 L
-478624 -499873 D
-490097 -477392 U
-467615 -499359 U
-467336 -468007 L
-499464 -490186 R
